split,participant,sequence_id,target_definition_version,capture_timestamp_basis,status,eligible,reasons,receiving_hand_id,receiving_hand,handover_start_timestamp_ns,handover_end_timestamp_ns,handover_event_start_timestamp_ns,handover_event_end_timestamp_ns,handover_duration_seconds,aggregation_start_timestamp_ns,aggregation_end_timestamp_ns,aggregation_event_start_timestamp_ns,aggregation_event_end_timestamp_ns,aggregation_capture_start_timestamp_ns,aggregation_capture_end_timestamp_ns,target_capture_timestamp_ns,target_capture_aligned_event_timestamp_ns,target_capture_lag_seconds,stable_window_lag_seconds,candidate_rows,candidate_unique_captures,valid_samples,valid_ratio,valid_span_seconds,position_p90_deviation_m,orientation_p90_deviation_deg,target_timestamp_semantics,future_endpoint_policy,future_handover_endpoint_rows,strictly_before_aggregation_handover_endpoint_rows,partially_overlapping_aggregation_handover_endpoint_rows,already_observed_handover_endpoint_rows,overlap_interpretation,target_x_m,target_y_m,target_z_m,target_qx,target_qy,target_qz,target_qw
train,Isa,Isa_18_20260730_183810,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2592736276000,2600836276000,2592736276000,2600836276000,8.1,2600336276000,2600836276000,2600336276000,2600836276000,2600366969000.0,2600733534000.0,2600733534000.0,2600736276000.0,0.102742,0.0,15,15,12,0.8,0.366565,0.0009653705967014873,0.6939970370309488,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,240.0,229.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.14579731225967407,0.2860668897628784,0.05636410042643547,-0.344320684671402,0.3238239884376526,-0.331276535987854,0.8166009783744812
train,Isa,Isa_19_20260730_183917,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2663169609000,2671702942000,2663169609000,2671702942000,8.533333,2671202942000,2671702942000,2671202942000,2671702942000,2671227988000.0,2671627977000.0,2671627977000.0,2671636276000.0,0.074965,0.0,13,13,13,1.0,0.399989,0.0015693244345162864,0.7656254121395046,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,254.0,242.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.28250083327293396,0.2520362436771393,0.08384896069765091,-0.09091664105653763,-0.49980318546295166,0.7281175255775452,0.4601910412311554
train,Isa,Isa_1_20260730_181722,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1352302942000,1359836276000,1352302942000,1359836276000,7.533334,1359336276000,1359836276000,1359336276000,1359836276000,1359361310000.0,1359761311000.0,1359761311000.0,1359769609000.0,0.074965,0.0,15,15,13,0.8666666666666667,0.400001,0.0037656247852474105,1.1199529484443052,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,224.0,212.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.18087194859981537,0.3822023868560791,0.09508875012397766,-0.5644931793212891,-0.3425757884979248,0.34082794189453125,0.6691977381706238
train,Isa,Isa_2_20260730_181847,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,1432202942000,1442702942000,1432202942000,1442702942000,10.5,1442202942000,1442702942000,1442202942000,1442702942000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Isa,Isa_3_20260730_182001,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1507402942000,1515302942000,1507402942000,1515302942000,7.9,1514802942000,1515302942000,1514802942000,1515302942000,1514827976000.0,1515227980000.0,1515227980000.0,1515236275000.0,0.074962,0.0,13,13,13,1.0,0.400004,0.007239220601349694,1.231849037185265,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,235.0,223.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.27362602949142456,0.3310511112213135,0.05806455761194229,-0.0650850310921669,0.4572156071662903,-0.7614340782165527,0.45490214228630066
train,Isa,Isa_4_20260730_182053,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1559869609000,1565736276000,1559869609000,1565736276000,5.866667,1565236276000,1565736276000,1565236276000,1565736276000,1565261309000.0,1565627985000.0,1565627985000.0,1565636276000.0,0.108291,0.0,12,12,12,1.0,0.366676,0.0037339326341093364,0.6488644084975501,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,173.0,162.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.28582707047462463,0.33580145239830017,0.05900813639163971,-0.16646817326545715,0.538464367389679,-0.7163318395614624,0.41135528683662415
train,Isa,Isa_6_20260730_182331,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1717102942000,1724402942000,1717102942000,1724402942000,7.3,1723902942000,1724402942000,1723902942000,1724402942000,1723927976000.0,1724327978000.0,1724327978000.0,1724336275000.0,0.074964,0.0,15,15,13,0.8666666666666667,0.400002,0.00607047588663128,1.3250402512810566,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,217.0,205.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.2717749774456024,0.3456813395023346,0.09350628405809402,-0.12273240834474564,0.4908739924430847,-0.727246880531311,0.4637795090675354
train,Isa,Isa_7_20260730_182452,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1797369609000,1803002942000,1797369609000,1803002942000,5.633333,1802502942000,1803002942000,1802502942000,1803002942000,1802527987000.0,1802927980000.0,1802927980000.0,1802936275000.0,0.074962,0.0,13,13,13,1.0,0.399993,0.00468508559473967,0.9122838982777796,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,167.0,155.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.2668400704860687,0.30379247665405273,0.0996079072356224,-0.1262354999780655,0.48857080936431885,-0.7130522131919861,0.4867439866065979
train,Isa,Isa_8_20260730_182551,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1857936276000,1864936276000,1857936276000,1864936276000,7.0,1864436276000,1864936276000,1864436276000,1864936276000,1864461312000.0,1864861308000.0,1864861308000.0,1864869609000.0,0.074968,0.0,15,15,13,0.8666666666666667,0.399996,0.00607248149136065,1.0313822875434222,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,208.0,196.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.286520391702652,0.31454378366470337,0.09293681383132935,-0.12019962072372437,0.4903513789176941,-0.7478716969490051,0.4310399889945984
train,Isa,Isa_9_20260730_182655,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,0,left,1921069609000,1930069609000,1921069609000,1930069609000,9.0,1929569609000,1930069609000,1929569609000,1930069609000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Jan,Jan_1_20260604_161550,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,4638078916000,4644045582000,4638078916000,4644045582000,5.966666,4643478916000,4643978916000,4643478916000,4643978916000,4643503943000.0,4643870608000.0,4643870608000.0,4643878916000.0,0.174974,0.066666,15,15,12,0.8,0.366665,0.001771543214730941,0.7287250704675658,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,174.0,163.0,11.0,6.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.42623358964920044,0.5204302072525024,0.011294050142168999,0.01879163831472397,0.2941175699234009,0.7999007105827332,0.5227816104888916
train,Jan,Jan_2_20260604_161704,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,4713612249000,4718278915000,4713612249000,4718278915000,4.666666,4717778915000,4718278915000,4717778915000,4718278915000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Jan,Jan_3_20260604_161835,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,4805578914000,4809078914000,4805578914000,4809078914000,3.5,4808578914000,4809078914000,4808578914000,4809078914000,4808603941000.0,4809003941000.0,4809003941000.0,4809012248000.0,0.074973,0.0,14,14,13,0.9285714285714286,0.4,0.033749461000734775,6.665287969433099,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,103.0,91.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.4236363172531128,0.5322741866111755,0.007982546463608742,-0.014306123368442059,0.3885921835899353,0.7720462083816528,0.5027286410331726
train,Jan,Jan_4_20260604_162000,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,4887778914000,4893612247000,4887778914000,4893612247000,5.833333,4893112247000,4893612247000,4893112247000,4893612247000,4893137273000.0,4893570605000.0,4893570605000.0,4893578913000.0,0.041642,0.0,15,15,14,0.9333333333333333,0.433332,0.0041142364086578275,2.9579955033090557,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,174.0,161.0,13.0,2.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3977583646774292,0.5191274881362915,0.0037611068692058325,0.20399990677833557,0.5154380798339844,0.6165591478347778,0.5590728521347046
train,Jan,Jan_5_20260604_162111,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,4964478913000,4968445579000,4964478913000,4968445579000,3.966666,4967945579000,4968445579000,4967945579000,4968445579000,4967970605000.0,4968370604000.0,4968370604000.0,4968378912000.0,0.074975,0.0,15,15,13,0.8666666666666667,0.399999,0.004631904771015907,5.643096900779098,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,117.0,105.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.37830665707588196,0.541511058807373,-0.001085723633877933,0.04808599874377251,0.38024935126304626,0.7421711683273315,0.5498000383377075
train,Jola,Jola_1_20260624_131133,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,3412436276000,3416369609000,3412436276000,3416369609000,3.933333,3415436276000,3415936276000,3415436276000,3415936276000,3415463244000.0,3415930618000.0,3415930618000.0,3415936276000.0,0.438991,0.433333,15,15,15,1.0,0.467374,0.048038614022290274,14.880969435104657,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,105.0,91.0,14.0,14.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15737296640872955,0.43174776434898376,0.1436268538236618,-0.5406200885772705,-0.39758753776550293,0.2753371298313141,0.6883629560470581
train,Jola,Jola_2_20260624_131246,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,3488269609000,3492002943000,3488269609000,3492002943000,3.733334,3491202942000,3491702942000,3491202942000,3491702942000,3491227976000.0,3491694656000.0,3491694656000.0,3491702942000.0,0.308287,0.300001,15,15,15,1.0,0.46668,0.04076655740833498,16.158416555284365,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,103.0,89.0,14.0,10.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.12450117617845535,0.4771830141544342,0.2048484981060028,-0.6218723058700562,-0.33592236042022705,0.24254219233989716,0.6645331382751465
train,Jola,Jola_3_20260624_131435,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,3594636276000,3598036276000,3594636276000,3598036276000,3.4,3597002943000,3597502943000,3597002943000,3597502943000,3597027976000.0,3597494646000.0,3597494646000.0,3597502943000.0,0.54163,0.533333,15,15,15,1.0,0.46667,0.04141360964884533,8.324451026378286,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,86.0,72.0,14.0,17.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.10513462126255035,0.33508747816085815,0.15901899337768555,-0.5201073288917542,-0.44363346695899963,0.23499782383441925,0.6909803152084351
train,Julienco,Julienco_1_20260624_125251,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2280869609000,2287969609000,2280869609000,2287969609000,7.1,2287469609000,2287969609000,2287469609000,2287969609000,2287494643000.0,2287894644000.0,2287894644000.0,2287902942000.0,0.074965,0.0,13,13,13,1.0,0.400001,0.022327745672537303,12.10914278038842,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,211.0,199.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3118703067302704,0.4738060534000397,-0.0017670465167611837,0.22155259549617767,0.40139931440353394,0.523951530456543,0.7178215980529785
train,Julienco,Julienco_2_20260624_125435,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2379836275000,2382902942000,2379836275000,2382902942000,3.066667,2382402942000,2382902942000,2382402942000,2382902942000,2382427974000.0,2382827976000.0,2382827976000.0,2382836275000.0,0.074966,0.0,13,13,13,1.0,0.400002,0.005656761060843545,1.1626059259346517,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,90.0,78.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.07761041820049286,0.32203954458236694,0.06344904750585556,-0.5322408080101013,-0.31427621841430664,0.22949352860450745,0.7518529891967773
train,Julienco,Julienco_3_20260624_125549,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2464402943000,2468602942000,2464402943000,2468602942000,4.199999,2467969609000,2468469609000,2467969609000,2468469609000,2467994646000.0,2468461308000.0,2468461308000.0,2468469609000.0,0.141634,0.133333,15,15,15,1.0,0.466662,0.03634612565263707,16.78259676878921,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,122.0,108.0,14.0,5.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.09508660435676575,0.3395983576774597,0.06352606415748596,-0.5433609485626221,-0.31321442127227783,0.29641494154930115,0.7202734351158142
train,Julienco,Julienco_4_20260624_125717,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2548869609000,2552969609000,2548869609000,2552969609000,4.1,2552469609000,2552969609000,2552469609000,2552969609000,2552494647000.0,2552861308000.0,2552861308000.0,2552869609000.0,0.108301,0.0,15,15,12,0.8,0.366661,0.0034817373275845896,1.0082971046255655,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,120.0,109.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.13610053062438965,0.3217068910598755,0.05895891413092613,-0.45934614539146423,-0.3719213008880615,0.33461979031562805,0.7339654564857483
train,Julienco,Julienco_5_20260624_125942,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2693902942000,2698436276000,2693902942000,2698436276000,4.533334,2697936276000,2698436276000,2697936276000,2698436276000,2697962687000.0,2698362673000.0,2698362673000.0,2698369609000.0,0.073603,0.0,15,15,13,0.8666666666666667,0.399986,0.006668412355333534,4.187675092436354,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,134.0,122.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.17327803373336792,0.4001305103302002,0.01262994296848774,0.16240940988063812,0.2922017574310303,0.5642510056495667,0.754892110824585
train,Julienco,Julienco_7_20260624_130215,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2840569609000,2845169609000,2840569609000,2845169609000,4.6,2844669609000,2845169609000,2844669609000,2845169609000,2844702802000.0,2845069247000.0,2845069247000.0,2845069609000.0,0.100362,0.0,15,15,12,0.8,0.366445,0.019346471333534992,10.948754008792823,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,135.0,124.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.0697767585515976,0.339904248714447,0.05350370332598686,-0.5136296153068542,-0.27723249793052673,0.2828402817249298,0.7611360549926758
train,Julienco,Julienco_8_20260624_130311,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,2898202943000,2901369609000,2898202943000,2901369609000,3.166666,2900869609000,2901369609000,2900869609000,2901369609000,2900894649000.0,2901294645000.0,2901294645000.0,2901302943000.0,0.074964,0.0,13,13,13,1.0,0.399996,0.0017032882526944076,0.6012153412570663,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,93.0,81.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.07531137764453888,0.3315880596637726,0.031078003346920013,-0.5528458952903748,-0.32722118496894836,0.2919735014438629,0.7085472345352173
train,Leys,Leys_1_20260604_163147,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,5590012247000,5594278913000,5590012247000,5594278913000,4.266666,5593778913000,5594278913000,5593778913000,5594278913000,5593809180000.0,5594209070000.0,5594209070000.0,5594212246000.0,0.069843,0.0,15,15,13,0.8666666666666667,0.39989,0.0024955629773543765,0.6696786430653815,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,126.0,114.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.14479346573352814,0.46088042855262756,0.10083694756031036,-0.356978178024292,-0.3725714683532715,0.4640777111053467,0.7199923396110535
train,Leys,Leys_2_20260604_163417,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,5737945578000,5742578911000,5737945578000,5742578911000,4.633333,5742078911000,5742578911000,5742078911000,5742578911000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Leys,Leys_3_20260604_163535,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,5821512244000,5829178910000,5821512244000,5829178910000,7.666666,5828678910000,5829178910000,5828678910000,5829178910000,5828703984000.0,5829103935000.0,5829103935000.0,5829112243000.0,0.074975,0.0,13,13,13,1.0,0.399951,0.0043876257565476735,1.4987422947452633,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,228.0,216.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.2981994152069092,0.6876824498176575,0.016887415200471878,-0.08740587532520294,0.14440695941448212,0.672641396522522,0.7204585075378418
train,Leys,Leys_4_20260604_163704,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,5911445576000,5918778909000,5911445576000,5918778909000,7.333333,5918278909000,5918778909000,5918278909000,5918778909000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Leys,Leys_5_20260604_163854,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,6020145575000,6023978908000,6020145575000,6023978908000,3.833333,6023045575000,6023545575000,6023045575000,6023545575000,6023070601000.0,6023537267000.0,6023537267000.0,6023545575000.0,0.441641,0.433333,15,15,15,1.0,0.466666,0.0426466211848804,9.285602980844972,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,102.0,88.0,14.0,14.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.12137385457754135,0.48818787932395935,0.06383117288351059,-0.3462967276573181,-0.337555855512619,0.4554789066314697,0.7474446892738342
train,Maria,Maria_1_20260624_133852,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,5047169609000,5051036276000,5047169609000,5051036276000,3.866667,5050536276000,5051036276000,5050536276000,5051036276000,5050561332000.0,5050927975000.0,5050927975000.0,5050936276000.0,0.108301,0.0,12,12,12,1.0,0.366643,0.04725718379128945,17.26483640849868,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,113.0,102.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.11771533638238907,0.3198324143886566,0.16092699766159058,-0.5333308577537537,-0.4425415098667145,0.22881999611854553,0.683634877204895
train,Maria,Maria_2_20260624_134005,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,5112636275000,5115702942000,5112636275000,5115702942000,3.066667,5114669609000,5115169609000,5114669609000,5115169609000,5114696922000.0,5115163435000.0,5115163435000.0,5115169609000.0,0.539507,0.533333,15,15,15,1.0,0.466513,0.04917421137838951,11.615124520226775,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,76.0,62.0,14.0,17.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.0965086966753006,0.31045734882354736,0.11492451280355453,-0.3462676405906677,-0.4081387519836426,0.3153219521045685,0.7836412191390991
train,Maria,Maria_4_20260624_134233,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,5259102942000,5262402942000,5259102942000,5262402942000,3.3,5261902942000,5262402942000,5261902942000,5262402942000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Melih,Melih_10_20260616_180515,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1266712242000,1269978908000,1266712242000,1269978908000,3.266666,1269478908000,1269978908000,1269478908000,1269978908000,1269503933000.0,1269903936000.0,1269903936000.0,1269912242000.0,0.074972,0.0,13,13,13,1.0,0.400003,0.010437607638984438,1.4508470683000845,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,96.0,84.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15439893305301666,0.40305569767951965,0.0597744919359684,-0.36957427859306335,-0.35545578598976135,0.3909330666065216,0.7643542289733887
train,Melih,Melih_1_20260616_175140,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,437173363000,441173362000,437173363000,441173362000,3.999999,440673362000,441173362000,440673362000,441173362000,440700856000.0,441067421000.0,441067421000.0,441073362000.0,0.105941,0.0,15,15,12,0.8,0.366565,0.006204391238115076,1.337286557510594,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,117.0,106.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15739035606384277,0.3576802611351013,0.0736493170261383,-0.38407739996910095,-0.3459891974925995,0.3814167380332947,0.7663532495498657
train,Melih,Melih_2_20260616_175310,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,530012250000,537812249000,530012250000,537812249000,7.799999,536712250000,537212250000,536712250000,537212250000,536737276000.0,537203943000.0,537203943000.0,537212250000.0,0.608306,0.599999,15,15,15,1.0,0.466667,0.027537759316868034,23.4582722283461,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,216.0,202.0,14.0,19.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15505896508693695,0.36287006735801697,0.05752924084663391,-0.22727039456367493,-0.25637802481651306,0.35423436760902405,0.8701359033584595
train,Melih,Melih_3_20260616_175418,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,597912250000,605745582000,597912250000,605745582000,7.833332,605245582000,605745582000,605245582000,605745582000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Melih,Melih_4_20260616_175523,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,unstable_position;unstable_orientation,1,right,661706693000,670773359000,661706693000,670773359000,9.066666,670273359000,670773359000,670273359000,670773359000,670298384000.0,670731719000.0,670731719000.0,670740025000.0,0.04164,0.0,15,15,14,0.9333333333333333,0.433335,0.12740914983063056,29.67116618718458,,,,,,,,0.2835536599159241,0.18923237919807434,0.12077274173498154,0.09597255289554596,0.3578270673751831,0.6288834810256958,0.6835602521896362
train,Melih,Melih_5_20260616_175612,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,713812248000,719845581000,713812248000,719845581000,6.033333,719345581000,719845581000,719345581000,719845581000,719370607000.0,719803940000.0,719803940000.0,719812248000.0,0.041641,0.0,14,14,14,1.0,0.433333,0.005112371943465902,1.5414599333281804,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,180.0,167.0,13.0,2.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.1469908058643341,0.3839861750602722,0.07016289979219437,-0.37077608704566956,-0.371578574180603,0.4024145305156708,0.7500113248825073
